,tdata.id,tdata.member_id,tdata.funded_amnt_inv,tdata.int_rate,tdata.fico_range_high,tdata.fico_range_low,tdata.total_pymnt,tdata.total_rec_late_fee,pred,tdata.grade,tdata.emp_name,tdata.title,tdata.addr_city,tdata.pub_rec_bankruptcies,tdata.next_pymnt_d,tdata.Churn,m1.yhat (Probability of defaulting)
5798,502105,645555,22816.67164,0.1099,734,730,15547.55,0,37.64,B,Releana Corp,CC Payoff,WEST HOLLYWOOD,0,null,1,0.024114907
11282,629509,806553,9525,0.0542,794,790,9245.12,0,289.54,A,Phifer Inc.,Debt payoff,Tuscaloosa,0,9/22/2013,0,0.024093666
2508,425901,498285,15696.15026,0.1379,694,690,14992.37,0,681.51,C,Symantec Corp.,Consolidating CCs after medical expenses,Richmond,0,null,1,0.024047698
7705,546203,704369,7500,0.0676,779,775,8206.82,0,32.37,A,Millcreek Community Hospital,1991 Mustang,erie,0,null,0,0.024026454
1401,377498,401717,5857.1602,0.1411,684,680,12320.11,0,353.63,D,First Source,Some extra help.,Colorado Springs,0,null,0,0.024018977
10579,613541,776225,19937.08495,0.0888,739,735,15005.43,0,455.41,B,Widowski & Steinhart LLP,Loan to pay off higher interest debt,New York,0,9/25/2013,0,0.024013088
12810,664886,850135,12475,0.1111,699,695,12232.5,0,409.89,B,Pathfinders Travel,Credit Card Consolidation,Fairfield,0,9/14/2013,0,0.023972756
10056,602776,773416,19517.35612,0.0691,769,765,13030.38,0,395.18,A,"Attorney James Golden, Jr.",My Better Life Loan,Milford,0,9/5/2013,0,0.023970263
20361,867417,1081013,19975,0.1199,689,685,15273.61,0,664.2,B,Los Angeles Unified School District,Freedom,Buena Park,0,9/13/2013,0,0.023961138
17105,783498,986613,20300,0.1059,724,720,15401.95,0,670.43,B,All American Asphalt,Major Purchase ,corona,0,9/29/2013,0,0.023939325
9625,593608,762319,10000,0.1186,709,705,11242.31,0,331.48,B,Union Bank,Wedding Ring,DECATUR,0,9/20/2013,0,0.023912624
2509,425921,502531,8640.053392,0.1284,689,685,12100.5,0,403.42,C,Mikita Door and Window,To Pay off credit card debt,CHANDLER,0,null,1,0.023912546
9064,578971,744425,8000,0.0714,769,765,8658.65,0,247.53,A,Rite Aid,Debt Consalidation ,Toledo,0,9/24/2013,0,0.023904569
10161,604852,775952,8995.508027,0.0617,744,740,9056.19,0,274.5,A,Wells Fargo,Debt Away,Charlotte,0,9/9/2013,0,0.023884585
14655,717430,911510,11000,0.1306,694,690,12776.22,0,242.43,C,Compass Group,My personal Loan LP,CHARLOTTE,0,null,0,0.023852373
5356,493713,631742,11200,0.1422,679,675,12585.94,0,19.9,C,It Works Marketing,Consolidation Loan to borrows with perfect payment history,Kentwood,0,null,0,0.023834226
1842,393847,432176,7033.833456,0.1189,734,730,10143.35,0,309.77,B,M and T Bank,Debt consolidation,LIVERPOOL,0,null,0,0.02382562
19516,845501,1056704,14500,0.0849,749,745,11310.96,0,473.45,A,costco wholesale,Credit Card Loan,phoenix,0,9/22/2013,0,0.023799943
12932,668076,854118,14075,0.1268,684,680,14181.68,0,473.76,C,United Parcel Service,Debt Free,Jersey City,0,9/18/2013,0,0.023780542
12373,654352,836833,12000,0.1037,709,705,12057.76,0,389.3,B,EGC Enviromental,Credit card consolidation,North branford,0,9/28/2013,0,0.023756121
3593,454335,562532,9239.311536,0.1148,719,715,10975.13,0,325.23,B,meijer,great return,wixom,0,null,0,0.023745685
9630,593712,762446,12500,0.1595,669,665,14876.75,0,439.16,D,USPS,DC CAS,Los Angeles,0,9/20/2013,0,0.023731373
17180,785616,988942,16000,0.1149,724,720,13686.14,0,527.55,B,Federal Reserve Bank of New York,Debt Consolidation,NEW YORK,0,9/28/2013,0,0.02371891
8839,572894,736919,7900,0.0714,769,765,8643.25,0,247.53,A,stonehambank,Personal Loan,WOBURN,0,9/14/2013,0,0.023707496
10236,605995,777395,9000,0.0654,729,725,9082.26,0,276.01,A,Best Buy,debt_consolidation,MERCEDES,0,9/11/2013,0,0.023673351
11987,645281,825688,10000,0.0654,754,750,9486,0,306.68,A,Freedom Mortgage,CC Debt ,Philadelphia,0,9/16/2013,0,0.023652151
12025,645985,826524,7800,0.0542,794,790,8387.35,0,52.04,A,Hunter Industries,KTM,san diego,0,null,0,0.023581571
994,362480,371907,5370.600948,0.1336,699,695,12189.34,0,353.54,D,"Homegrown Services, Inc","TCA - CC payoff, Equip Purchase, Capital",Fremont,0,null,0,0.023580989
1535,382096,411142,9600,0.0988,734,730,11129.88,0,328.4,B,InsWorld.com,Business Loan,New London,0,null,0,0.023565949
27126,562569,723881,19725,0.1398,719,715,16256.45,0,465.16,C,ATT,Walter's loan,ORLANDO,0,10/2/2013,1,0.023564056
11240,628751,805610,11500,0.1335,684,680,12733.97,0,26.42,C,Tecogen,I'm done buying tools loan,Enfield,0,null,0,0.0235479
2447,423192,498189,8946.706526,0.1347,694,690,12206.88,0,365.23,C,Hamilton County,Credit Card Elimination,Ludlow,0,null,0,0.023540073
5669,499806,641678,12000,0.1533,669,665,14205.47,0,11.08,D,St. Peter's University Hospital,Give a Consolidation Loan - Make Some Interest Income,Whiting,0,null,0,0.023533405
9677,594814,763745,19850,0.1186,774,770,15012.36,0,443.48,B,Capital Group Companies,Consolidate CC and Loans,Corona,0,9/22/2013,0,0.02351937
7117,532218,676582,15008.2721,0.1186,804,800,13266.53,0,460.38,B,IFC,Vineyard Property in NZ - Perfect Timing,SELDEN,0,9/30/2013,0,0.023511905
4638,479424,609168,9600,0.0988,734,730,11130.32,0,323.8,B,Lifetouch,Please help us with the wedding of our dreams!,Glendale Heights,0,null,0,0.023511219
20036,859497,1072194,10000,0.0603,759,755,9498.67,0,304.36,A,TeleVox Software,Consolidation ,Mobile,0,9/28/2013,0,0.023509258
13052,670978,857821,10500,0.0692,749,745,9704.4,0,323.83,A,Citi Group,Get Debt Free ,O'Fallon,0,9/23/2013,0,0.023508582
482,286955,286952,8560.309778,0.1355,679,675,13439.15,0,418.07,D,Consumers Union,Debt payoff,Norwalk,0,null,0,0.02349818
3588,454206,562234,15575,0.1635,664,660,16223.83,0,4.54,E,Citi,Consolidation,JACKSONVILLE,0,null,0,0.023455303
21109,885382,1101007,16725,0.079,729,725,12230.71,0,531.94,A,CSI Software,CC Refinance,Houston,0,9/28/2013,0,0.023446357
23185,1010187,1236967,22000,0.0751,809,805,14339.85,0,684.44,A,Swiss Re Holding,small_business,Raymore,0,9/15/2013,0,0.023423215
4497,476442,603525,10400,0.1357,684,680,12773.32,0,383.91,C,Peter Marshall & Company,Credit Card Debt Consolidation,Irving,0,null,0,0.023412301
6874,525918,680437,8813.453634,0.1149,754,750,10506.39,0,30.22,B,MMPC,My Debt Considation Loan,Lowell,0,null,0,0.023391875
16731,772370,974295,17782.08,0.1199,774,770,14406.04,0,555.99,B,Bank of America,Debt Consolidation,FORNEY,0,9/15/2013,0,0.023388654
1473,380184,407329,6049.457936,0.1347,704,700,11111.28,0,317.17,C,Bonillas Elementary,Personal Loan,TUCSON,0,null,0,0.023366016
20307,865914,1079259,17875,0.0699,764,760,12686.11,0,551.85,A,West Broward Rheumatology,Debt consolidation,Lauderdale Lakes,0,9/9/2013,0,0.023335864
12292,652236,834205,11500,0.0963,734,730,11917.64,0,385.13,B,Harris County Hospital District,Credit Card Consolidation,Houston,0,9/25/2013,0,0.023318992
9240,583440,749718,8481.112325,0.0714,764,760,8930.78,0,263,A,federal express,unsecure,Phoenix,0,9/9/2013,0,0.023182401
12577,659466,843426,9875,0.0729,729,725,9495.77,0,306.23,A,DOC,Ditch Care Credit,Litchfield,0,10/4/2013,0,0.02313845
13168,674719,862371,10500,0.0729,739,735,9747,0,325.61,A,Southern Ute Indian Tribe,Gabe's Loan,IGNACIO,0,9/28/2013,0,0.02313784
12354,653843,836209,12000,0.1111,684,680,12133.66,0,393.5,B,Kellogg's,My Lending Club,North Augusta,0,9/27/2013,0,0.023103925
8381,561711,722873,8733.44,0.1075,724,720,10859.23,0,324.25,B,Flowerwood Nursery,Helpforme,Donalsonville,0,null,0,0.023103122
11027,623756,799380,11200,0.1268,689,685,12949.59,0,254.56,C,NYWM,Credit Card Refinance,rego park,0,null,0,0.02306098
17690,797670,1002694,15000,0.0699,814,810,11562.25,0,463.09,A,State of Missouri,Medical,Kansas City,0,9/14/2013,0,0.02305322
11941,644037,824178,10200,0.0617,744,740,9635.42,0,311.1,A,Pactiv,Debt Riddance,WARNER ROBINS,0,9/15/2013,0,0.023000244
952,361282,369651,6005.450742,0.0907,749,745,8020.12,0,239.72,A,Morgan Stanley,Moving to NYC,Baltimore,0,null,0,0.022996752
13337,678588,866925,15000,0.1306,699,695,14644.13,0,505.85,C,WirelessPcs,Monty,Grapevine,0,10/3/2013,0,0.022984837
8311,560524,721435,6975,0.0751,759,755,8397.09,0,257.91,A,Starr Home Health Agency,lower payment,RIO GRANDE CITY,0,null,0,0.022983233
27173,573822,738219,7950,0.0788,739,735,8745.45,0,250.25,A,Green Monster eCycling,Loan,Hampden,0,9/14/2013,1,0.022967846
12402,655057,837800,9983.935577,0.0692,744,740,9556.99,0,308.41,A,Pratts Corner Store,susies fresh start,Dundee,0,9/28/2013,0,0.022967567
13590,686196,875964,11200,0.0729,729,725,10048.79,0,347.32,A,Miken Technologies,Credit Card Loan Pay-Offs,Arnold,0,9/12/2013,0,0.022952423
14235,708368,900853,7750,0.0729,734,730,8393.4,0,14.57,A,Burns & Mcdonnell,Personal CC,Greenwood,0,null,0,0.02295158
1594,384617,415856,11177.77694,0.1726,669,665,15456.23,0,439.12,F,Dept. of Public Social Services and Home Depot,A positive step in the right direction ,bellflower,0,null,0,0.022948613
11549,635821,814507,9500,0.0579,764,760,9378.43,0,303.27,A,Columbia University,Eng. PhD Student Debt Consolidation,New York,0,10/4/2013,0,0.022930089
6566,519704,671835,9747.657484,0.1136,709,705,11173.58,0,260.84,B,Hankook Tire America Corp,Debt Consolidation,Rancho Palos Verdes,1,null,0,0.022923904
13763,692246,882894,14975,0.1306,704,700,14641.81,0,505.85,C,Small Law Firm,Be Debt Free,Geneva,0,9/18/2013,0,0.022923493
9228,583128,749346,19770.5965,0.1186,739,735,15052.14,0,443.48,B,Southern California Gas Company,Debt Consolidation,Ontario,0,9/7/2013,0,0.022892759
5982,506209,652600,9400,0.1062,754,750,11133.03,0,330.25,B,Charleston Area CVB,Credit Card Refinancing ,CHARLESTON,0,null,0,0.022891567
20391,867968,1081617,21000,0.1099,734,730,15791.8,0,687.42,B,Javed Corporation,Credit card refinance,Tyler,0,9/12/2013,0,0.022889822
4276,471013,594630,7450,0.0894,759,755,8576.42,0,254.22,A,BBVA Compass,Car Refinance,Birmingham,0,null,0,0.022889549
5910,504527,649679,7750,0.0788,724,720,8577.21,0,162.64,A,Edelman,Debt Consolidation,West Hollywood,0,null,0,0.022885425
13505,683251,872552,15000,0.1306,689,685,14655.73,0,505.85,C,Bella's Italian Cafe,House Loan,tampa,0,9/9/2013,0,0.022880328
5489,496277,635870,7700,0.0751,819,815,8677.43,0,260.2,A,"eLease Funding, Inc.",Loan for Legal Expenses on New License,St Petersburg,0,null,0,0.02286567
17885,802173,1007800,11750,0.1149,694,690,12071.76,0,395.66,B,CA. Dept. Of Corrections,Debt consolidation,Concord,0,9/14/2013,0,0.022862386
11097,625299,801357,11500,0.0999,704,700,11970.78,0,387.15,B,Russ Reid,Refi Dental and Divorce Costs,Sunland,0,9/10/2013,0,0.022858896
6385,515881,526554,7925,0.0788,759,755,8986.67,0,445.51,A,Deutsche Boerse,Credit Card Payoff,northbrook,0,null,0,0.022809208
27292,603217,774009,1575.004769,0.0888,734,730,8192.22,0,248.41,B,Bright Horizons,GET OF DEBT LOAN,Long Beach,0,9/5/2013,1,0.02278285
14060,703003,894896,12000,0.0729,764,760,10390.8,0,372.12,A,michaigan state univeersity,debt,dewitt,0,9/22/2013,0,0.02276804
12307,652565,834577,9907.474098,0.0692,744,740,9552.03,0,308.41,A,SPR Industries,Jack0512,Glenside,0,9/25/2013,0,0.022761481
6727,522773,676227,7441.464026,0.0788,739,735,8585.71,0,251.52,A,T and M Associates,Personal Loan,BELMAR,0,null,0,0.022749478
16910,777770,980294,12000,0.1479,694,690,13281.66,0,257.27,C,erGNY LLC,Loan credit,BROOKLYN,0,null,0,0.022728939
634,334124,333999,2817.43,0.0863,729,725,6831.53,0,191.72,A,NOETIX CORPORATION,Consolidate credit card debt...,CIBOLO,0,null,0,0.02270993
972,361904,370804,1555.44,0.1241,714,710,9441.41,0,227.95,C,United States Department Of Defence,personal loan,Tracy,0,null,0,0.02267557
11037,624053,799755,8800,0.0654,754,750,9131.84,0,285.98,A,KIPP Infinity Elementary School,Building Wealth Loan,"New York,",0,9/13/2013,0,0.022666285
14745,720220,914649,12000,0.0729,754,750,10403.68,0,372.12,A,McDermott International,Safe debt consolidation loan,Sugar Land,0,9/19/2013,0,0.022653097
3343,448612,550573,9800,0.1148,719,715,11246.86,0,280.67,B,Maccarone,Eddie's,LINDENHURST,0,null,0,0.0226504
2666,431200,511679,7400,0.08,754,750,8330.75,0,40.73,A,Venezia,No More Credit Cards,Pottsville,0,null,0,0.022647975
5343,493558,631512,7000,0.0714,774,770,8139.5,0,2.51,A,Insight,NA,Quinlan,0,null,0,0.022645648
1310,373984,394583,8039.47975,0.1126,744,740,10645.91,0,308.36,B,Sungard Higher Education,Debt Reduction,Alpine,0,null,0,0.022575076
8680,569576,732674,9125,0.1186,694,690,10924.29,0,209.26,B,Wiley,Consolidation,BROOKLYN,0,null,0,0.022571803
19096,834232,1044058,19475,0.0999,734,730,15212.88,0,636.38,B,"SENIOR OPERATIONS LLC, AMT DIVISION",CREDIT CARD CONSOLIDATION LOAN,ARLINGTON,0,9/12/2013,0,0.022547116
3609,454757,562744,9350,0.1183,729,725,10801.99,0,34.35,B,Softek Solutions,Engagement Ring for a Special Lady,Prairie Village,0,null,0,0.022535946
18807,826662,1035545,15750,0.0749,754,750,11936.16,0,497.63,A,American Diabetes Association,Debt Consolidation,Manassas,0,9/5/2013,0,0.022524348
9231,583194,749427,12975,0.1793,664,660,15932.4,0,469.53,E,Malvern Service Corp.,Debt Consolidation,Pasadena,0,10/2/2013,0,0.022523636
4247,470131,593397,7325,0.0894,794,790,8576.12,0,257.14,A,sierra termite control,Car Money,irvine,0,null,0,0.022516351
24004,1033744,1263522,9000,0.0662,804,800,9505.71,0,523.03,A,"ADUSA, Inc.",Home Improvement (New roof),Estero,0,null,0,0.022503112
14901,724391,919499,12000,0.0766,769,765,10428.88,0,374.16,A,"Computer Services, Inc",Swimming Pool,Kevil,0,9/28/2013,0,0.02245129
11276,629409,806386,8979.629713,0.0654,749,745,9230.4,0,289.04,A,Winn-Dixie,Relocation Loan,Orange Park,0,9/21/2013,0,0.022406194
7458,540300,697589,10475,0.1038,734,730,11188.49,0,1.86,B,University of Washington,Loan,SEATTLE,0,null,0,0.022406114
9056,578813,744229,9975,0.1075,724,720,11392.85,0,326.21,B,Family Eye Care Center,Credit Cards,Austin,0,9/24/2013,0,0.022403747
11959,644409,824609,10000,0.0766,729,725,9632.01,0,311.8,A,Desert Orthopaedic Center,CC refiance loan,las vegas,1,9/28/2013,0,0.022387303
7513,542043,699547,16532.91631,0.1186,759,755,13848.73,0,375.3,B,Southwest Airlines,Help me get out of Debt!,Sykesville,0,9/25/2013,0,0.022365479
8021,553556,711804,17002.74721,0.1149,744,740,14040,0,391.38,B,McKesson,Paul Family Loan,Cumming,0,9/9/2013,0,0.022359658
16943,778432,980979,13975,0.0699,759,755,11230.7,0,432.22,A,"Chesterfield County, Virginia ",Get out of debt soon loan,Richmond,0,9/20/2013,0,0.022346199
11345,631086,808476,10000,0.0542,799,795,9625.6,0,301.6,A,Bay Clinic,Observation Loan,PAHOA,0,9/26/2013,0,0.022336795
10695,616266,790191,10000,0.0542,784,780,9627.52,0,301.6,A,Phillip J. Pirages Fine Books,Cokie's DebtCon,McMinnville,0,9/29/2013,0,0.022319942
11607,637271,816346,9500,0.0617,744,740,9450.04,0,305,A,Novogradac & Company,Pay off high interest rate credit card,San Jose,0,10/4/2013,0,0.022311859
18191,809720,1016573,14950,0.0749,774,770,11631.75,0,466.53,A,inn credible caterers,Pool Loan,central valley,0,9/22/2013,0,0.022307784
6723,522726,676160,19975,0.1558,709,705,17815.13,0,481.91,D,AMEC Geomatrix  Inc.,Alyssa's Loan,SANTA ANA,0,9/6/2013,0,0.022287829
27047,538375,695327,20000,0.1756,684,680,18563.64,0,503.1,E,Nokia,Credit Card Rate Refi,Spring Valley,0,9/12/2013,1,0.022279172
9569,592131,760514,19620.5965,0.1186,739,735,14832.61,0,246.86,B,X-Factor Communications,Wedding,Little Falls,0,9/18/2013,0,0.022275688
6053,508174,655610,9797.964441,0.1099,714,710,11775.49,0,687.6,B,frito lay inc,papo,rochester,0,null,0,0.022258425
2502,425533,501905,8425,0.1253,694,690,10839.12,0,321.61,B,GRIC,First Time Home Buyer Needs Help,chandler,0,null,0,0.022251399
6498,518295,669943,7825,0.0751,764,760,8815.94,0,279.51,A,Raytheon SAS,Credit Card payment,Manhattan Beach,0,null,0,0.022246201
12762,663606,848574,7975,0.0729,724,720,8567.06,0,22.95,A,somerset county,ATV loan,bridgewater,0,null,0,0.022227495
1238,371564,373082,5459.070801,0.1442,669,665,12375.26,0,354.51,D,Media Gensis,Debt Consolidation Loan,FERNDALE,0,null,0,0.022209813
6229,512236,661777,16000,0.1867,664,660,17077.16,0,251.9,F,IgGAmerica,starting over,Plano,0,null,1,0.022200002
7417,539292,696418,8000,0.0676,779,775,8859.96,0,257.66,A,"Doctor M. Media, LLC",Craig's 1998 E300TD,palos verdes peninsula,0,null,0,0.022192032
25338,1063034,1295527,12000,0.0751,739,735,10458.6,0,373.33,A,companion hospice,unique,IRVINE,0,9/23/2013,0,0.022181886
19247,838518,1048617,20000,0.0999,749,745,15461.04,0,645.25,B,Apollo Interactive,Debt Consolidation Loan,El Segundo,0,9/16/2013,0,0.022142956
7804,548461,707092,11500,0.1036,714,710,12056.83,0,389.24,B,Hyundai Motor America,Consolidation,COSTA MESA,0,9/14/2013,0,0.022120353
3712,457272,568335,9989.311489,0.1148,779,775,11861.1,0,680.81,B,inet,responsible,la habra,0,null,0,0.022050434
11908,643336,823336,14500,0.1409,699,695,15882.23,0,513.33,D,provident bank,Home Loan,BELMAR,0,9/14/2013,0,0.022047978
17986,804971,1010914,18000,0.1099,734,730,14680.5,0,589.22,B,Westfield Care and Rehab,consolidation,New Hartford,0,9/18/2013,0,0.022003676
645,343481,343477,107.67,0.0863,749,745,5892.13,0,164.4,A,State of California,Wedding,Bakersfield,0,null,0,0.021989845
2554,427746,505589,9775,0.1189,709,705,11807.54,0,693.33,B,Hewitt Associates,Debt Consolidation,KISSIMMEE,0,null,0,0.021966287
11593,636969,815950,9500,0.0654,734,730,9492.51,0,306.68,A,iptogo llc,home improvement mami,miami,0,10/3/2013,0,0.021959659
7175,533627,689757,7722.426235,0.0788,729,725,8782.8,0,255.26,A,MassMutual,Kendrah's Personal Loan,Holyoke,0,null,0,0.021957772
4180,468909,590970,7325,0.0894,744,740,8399.95,0,54.92,A,N/A,Wedding Expense,Hackensack,0,null,0,0.021949752
13812,693954,884815,11325,0.0729,759,755,10216.63,0,353.52,A,Quest Diagnostics,Pay off our debt,San Juan Capistrano,0,9/20/2013,0,0.021939429
13673,689036,879237,11400,0.0766,799,795,10246.57,0,355.45,A,Federation of Organizations,personal payoff,Lindenhurst,0,9/15/2013,0,0.021937083
2115,406834,455667,8000,0.08,774,770,8856.62,0,229.16,A,Department of Defense (DOD),0% Balance transfer expiring soon!,Moncks Corner,0,null,0,0.021926395
6827,524781,679035,7093.836559,0.0751,739,735,8292.68,0,33.14,A,"Citibank, N.A.",Xia's debt consolidation Loan,Flushing,0,null,0,0.021923531
16473,766373,967374,13950,0.0749,759,755,11276.98,0,435.43,A,Siemens,Credit Pay Off,Bethlehem,0,9/6/2013,0,0.021897593
3185,444496,541974,11850.15512,0.1774,679,675,15560.13,0,440.49,E,Basic Energy Services,Get ou of debt quicker,Gillette,0,null,0,0.021888093
16916,777898,980426,14000,0.0749,749,745,11300.9,0,435.43,A,Doug Fir,Small Business Loan,Portland,0,9/20/2013,0,0.021848777
3896,461780,577360,12000,0.1459,674,670,14886.88,0,423.81,D,Department of Homelan Security/ICE,no more credit cards,Hamilton,0,null,0,0.021844279
9307,584968,751640,19416.193,0.1186,749,745,15044.66,0,443.48,B,usps,my loan,newport ,0,9/5/2013,0,0.021822123
9457,589171,756886,8550,0.1149,734,730,10556,0,3.72,B,Federal Aviation Administration,SignLoan,Felton,0,null,0,0.021817218
8410,562457,723757,8000,0.0714,764,760,8910,0,262.27,A,Avis Budget Group,Debt Consolidation Loan,Nutley,0,null,0,0.021806675
856,356601,361999,0,0.1159,689,685,8707.41,0,1.23,C,The Blackstone Group,Pay off CreditCard Debt from Grad School,West New York,0,null,0,0.021768966
4325,472636,596860,7950,0.0705,809,805,8898.52,0,264.19,A,Prince William County Schools,Loan for A1 Credit Virginian,FREDERICKSBURG,0,null,0,0.021768308
14536,714862,807644,9750,0.1074,694,690,11024.07,0,21.5,B,American Public Media,Consolidation Station,Saint Paul,0,null,0,0.021740186
12846,665826,851284,14150,0.1268,689,685,14448.6,0,482.98,C,"Parco Holdings, LP",Freedom55,Clovis,0,9/15/2013,0,0.021737876
7760,547535,705977,12000,0.1484,674,670,14934.08,0,450.81,D,Victoria Classics,Time To Get The Finances In Order!,MATAWAN,0,null,0,0.021715585
11126,626254,802540,10000,0.1059,724,720,11434.59,0,285.51,B,BioPharm Systems,Consolidate,novato,1,null,0,0.021700381
17475,792222,976405,17450,0.1199,694,690,14506.75,0,580.34,B,Sugar Bowl Bakery,Personal,Fremont,0,10/4/2013,0,0.021681262
7946,551948,711266,9475,0.0788,729,725,9518.54,0,306.56,A,Lee County Sheriff's Office,Freedom,Cape Coral,0,9/5/2013,0,0.021656914
5866,503581,648184,7997.516139,0.0751,784,780,8955.49,0,285.28,A,Cranney Companies,House,WAKEFIELD,0,null,0,0.021644528
5958,505609,651582,12000,0.1496,679,675,14956.72,0,462.02,D,McKesson Corporation,A Garage Loan Needed that Pays,CHICAGO,0,null,0,0.021636454
5301,492913,630466,10750,0.1348,704,700,13121.29,0,399.61,C,Knight Enterprises,consolidation,seminole,1,null,0,0.021629302
609,323326,323312,4320.88,0.1039,734,730,9345.42,0,261.92,B,Department of Defense (DOD),Debt Consolidation from moving and house,California City,0,null,0,0.021604197
